model,forecast_target,rolling_step,horizon_step,target_index,target_date,predicted_value,locked
naive_last,relative_return,6,3,92,2024-11-15T00:00:00,0.0,True
naive_last,relative_return,6,4,93,2024-11-18T00:00:00,0.0,True
naive_last,relative_return,6,5,94,2024-11-19T00:00:00,0.0,True
naive_last,relative_return,7,1,95,2024-11-20T00:00:00,0.0,True
naive_last,relative_return,7,2,96,2024-11-21T00:00:00,0.0,True
naive_last,relative_return,7,3,97,2024-11-22T00:00:00,0.0,True
naive_last,relative_return,7,4,98,2024-11-25T00:00:00,0.0,True
naive_last,relative_return,7,5,99,2024-11-26T00:00:00,0.0,True
naive_last,relative_return,8,1,100,2024-11-27T00:00:00,0.0,True
naive_last,relative_return,8,2,101,2024-11-29T00:00:00,0.0,True
naive_last,relative_return,8,3,102,2024-12-02T00:00:00,0.0,True
naive_last,relative_return,8,4,103,2024-12-03T00:00:00,0.0,True
naive_last,relative_return,8,5,104,2024-12-04T00:00:00,0.0,True
naive_last,relative_return,9,1,105,2024-12-05T00:00:00,0.0,True
naive_last,relative_return,9,2,106,2024-12-06T00:00:00,0.0,True
naive_last,relative_return,9,3,107,2024-12-09T00:00:00,0.0,True
naive_last,relative_return,9,4,108,2024-12-10T00:00:00,0.0,True
naive_last,relative_return,9,5,109,2024-12-11T00:00:00,0.0,True
naive_last,relative_return,10,1,110,2024-12-12T00:00:00,0.0,True
naive_last,relative_return,10,2,111,2024-12-13T00:00:00,0.0,True
naive_last,relative_return,10,3,112,2024-12-16T00:00:00,0.0,True
naive_last,relative_return,10,4,113,2024-12-17T00:00:00,0.0,True
naive_last,relative_return,10,5,114,2024-12-18T00:00:00,0.0,True
naive_last,relative_return,11,1,115,2024-12-19T00:00:00,0.0,True
naive_last,relative_return,11,2,116,2024-12-20T00:00:00,0.0,True
naive_last,relative_return,11,3,117,2024-12-23T00:00:00,0.0,True
naive_last,relative_return,11,4,118,2024-12-24T00:00:00,0.0,True
naive_last,relative_return,11,5,119,2024-12-26T00:00:00,0.0,True
mean_context,relative_return,0,1,60,2024-10-02T00:00:00,-0.0011094260262325406,True
mean_context,relative_return,0,2,61,2024-10-03T00:00:00,-0.002217621309682727,True
mean_context,relative_return,0,3,62,2024-10-04T00:00:00,-0.003324587130919099,True
mean_context,relative_return,0,4,63,2024-10-07T00:00:00,-0.004430324770510197,True
mean_context,relative_return,0,5,64,2024-10-08T00:00:00,-0.005534835625439882,True
mean_context,relative_return,1,1,65,2024-10-09T00:00:00,0.001703300978988409,True
mean_context,relative_return,1,2,66,2024-10-10T00:00:00,0.003409503260627389,True
mean_context,relative_return,1,3,67,2024-10-11T00:00:00,0.0051186117343604565,True
mean_context,relative_return,1,4,68,2024-10-14T00:00:00,0.006830631289631128,True
mean_context,relative_return,1,5,69,2024-10-15T00:00:00,0.008545567281544209,True
mean_context,relative_return,2,1,70,2024-10-16T00:00:00,0.0020080916583538055,True
mean_context,relative_return,2,2,71,2024-10-17T00:00:00,0.004020215477794409,True
mean_context,relative_return,2,3,72,2024-10-18T00:00:00,0.006036380305886269,True
mean_context,relative_return,2,4,73,2024-10-21T00:00:00,0.008056593127548695,True
mean_context,relative_return,2,5,74,2024-10-22T00:00:00,0.01008086372166872,True
mean_context,relative_return,3,1,75,2024-10-23T00:00:00,0.006251215003430843,True
mean_context,relative_return,3,2,76,2024-10-24T00:00:00,0.012541508302092552,True
mean_context,relative_return,3,3,77,2024-10-25T00:00:00,0.0188711229711771,True
mean_context,relative_return,3,4,78,2024-10-28T00:00:00,0.025240305811166763,True
mean_context,relative_return,3,5,79,2024-10-29T00:00:00,0.03164930269122124,True
mean_context,relative_return,4,1,80,2024-10-30T00:00:00,0.005678211338818073,True
mean_context,relative_return,4,2,81,2024-10-31T00:00:00,0.01138866413384676,True
mean_context,relative_return,4,3,82,2024-11-01T00:00:00,0.017131542786955833,True
mean_context,relative_return,4,4,83,2024-11-04T00:00:00,0.02290702983736992,True
mean_context,relative_return,4,5,84,2024-11-05T00:00:00,0.028715312480926514,True
mean_context,relative_return,5,1,85,2024-11-06T00:00:00,0.003615355584770441,True
mean_context,relative_return,5,2,86,2024-11-07T00:00:00,0.00724378228187561,True
mean_context,relative_return,5,3,87,2024-11-08T00:00:00,0.010885326191782951,True
mean_context,relative_return,5,4,88,2024-11-11T00:00:00,0.014540036208927631,True
mean_context,relative_return,5,5,89,2024-11-12T00:00:00,0.018207959830760956,True
mean_context,relative_return,6,1,90,2024-11-13T00:00:00,0.0030402725096791983,True
mean_context,relative_return,6,2,91,2024-11-14T00:00:00,0.006089788395911455,True
mean_context,relative_return,6,3,92,2024-11-15T00:00:00,0.009148575365543365,True
mean_context,relative_return,6,4,93,2024-11-18T00:00:00,0.012216662056744099,True
mean_context,relative_return,6,5,94,2024-11-19T00:00:00,0.01529407687485218,True
mean_context,relative_return,7,1,95,2024-11-20T00:00:00,0.0027501166332513094,True
mean_context,relative_return,7,2,96,2024-11-21T00:00:00,0.005507796537131071,True
mean_context,relative_return,7,3,97,2024-11-22T00:00:00,0.00827306043356657,True
mean_context,relative_return,7,4,98,2024-11-25T00:00:00,0.011045929044485092,True
mean_context,relative_return,7,5,99,2024-11-26T00:00:00,0.013826423324644566,True
mean_context,relative_return,8,1,100,2024-11-27T00:00:00,0.004646557383239269,True
mean_context,relative_return,8,2,101,2024-11-29T00:00:00,0.009314704686403275,True
mean_context,relative_return,8,3,102,2024-12-02T00:00:00,0.014004543423652649,True
mean_context,relative_return,8,4,103,2024-12-03T00:00:00,0.018716173246502876,True
mean_context,relative_return,8,5,104,2024-12-04T00:00:00,0.023449696600437164,True
mean_context,relative_return,9,1,105,2024-12-05T00:00:00,0.003943059127777815,True
mean_context,relative_return,9,2,106,2024-12-06T00:00:00,0.007901666685938835,True
mean_context,relative_return,9,3,107,2024-12-09T00:00:00,0.011875882744789124,True
mean_context,relative_return,9,4,108,2024-12-10T00:00:00,0.015865769237279892,True
mean_context,relative_return,9,5,109,2024-12-11T00:00:00,0.019871387630701065,True
mean_context,relative_return,10,1,110,2024-12-12T00:00:00,0.0037818276323378086,True
mean_context,relative_return,10,2,111,2024-12-13T00:00:00,0.007577957585453987,True
mean_context,relative_return,10,3,112,2024-12-16T00:00:00,0.011388443410396576,True
mean_context,relative_return,10,4,113,2024-12-17T00:00:00,0.015213340520858765,True
mean_context,relative_return,10,5,114,2024-12-18T00:00:00,0.01905270293354988,True
mean_context,relative_return,11,1,115,2024-12-19T00:00:00,0.0009935073321685195,True
mean_context,relative_return,11,2,116,2024-12-20T00:00:00,0.0019880016334354877,True
mean_context,relative_return,11,3,117,2024-12-23T00:00:00,0.002983483951538801,True
mean_context,relative_return,11,4,118,2024-12-24T00:00:00,0.003979955334216356,True
mean_context,relative_return,11,5,119,2024-12-26T00:00:00,0.004977416712790728,True
drift,relative_return,0,1,60,2024-10-02T00:00:00,-0.002083152299746871,True
drift,relative_return,0,2,61,2024-10-03T00:00:00,-0.004166304599493742,True
drift,relative_return,0,3,62,2024-10-04T00:00:00,-0.006249457132071257,True
drift,relative_return,0,4,63,2024-10-07T00:00:00,-0.008332609198987484,True
drift,relative_return,0,5,64,2024-10-08T00:00:00,-0.010415761731564999,True
drift,relative_return,1,1,65,2024-10-09T00:00:00,0.0008328533149324358,True
drift,relative_return,1,2,66,2024-10-10T00:00:00,0.0016657066298648715,True
drift,relative_return,1,3,67,2024-10-11T00:00:00,0.00249856011942029,True
drift,relative_return,1,4,68,2024-10-14T00:00:00,0.003331413259729743,True
drift,relative_return,1,5,69,2024-10-15T00:00:00,0.004164266865700483,True
drift,relative_return,2,1,70,2024-10-16T00:00:00,0.0011604250175878406,True
drift,relative_return,2,2,71,2024-10-17T00:00:00,0.002320850035175681,True
drift,relative_return,2,3,72,2024-10-18T00:00:00,0.0034812749363482,True
drift,relative_return,2,4,73,2024-10-21T00:00:00,0.004641700070351362,True
drift,relative_return,2,5,74,2024-10-22T00:00:00,0.005802125204354525,True
drift,relative_return,3,1,75,2024-10-23T00:00:00,0.004705014638602734,True
drift,relative_return,3,2,76,2024-10-24T00:00:00,0.009410029277205467,True
drift,relative_return,3,3,77,2024-10-25T00:00:00,0.014115044847130775,True
drift,relative_return,3,4,78,2024-10-28T00:00:00,0.018820058554410934,True
drift,relative_return,3,5,79,2024-10-29T00:00:00,0.023525074124336243,True
drift,relative_return,4,1,80,2024-10-30T00:00:00,0.004439778160303831,True
drift,relative_return,4,2,81,2024-10-31T00:00:00,0.008879556320607662,True
drift,relative_return,4,3,82,2024-11-01T00:00:00,0.01331933494657278,True
drift,relative_return,4,4,83,2024-11-04T00:00:00,0.017759112641215324,True
drift,relative_return,4,5,84,2024-11-05T00:00:00,0.022198891267180443,True
drift,relative_return,5,1,85,2024-11-06T00:00:00,0.0028795760590583086,True
drift,relative_return,5,2,86,2024-11-07T00:00:00,0.005759152118116617,True
drift,relative_return,5,3,87,2024-11-08T00:00:00,0.008638727478682995,True
drift,relative_return,5,4,88,2024-11-11T00:00:00,0.011518304236233234,True
drift,relative_return,5,5,89,2024-11-12T00:00:00,0.0143978800624609,True
drift,relative_return,6,1,90,2024-11-13T00:00:00,0.0024048155173659325,True
drift,relative_return,6,2,91,2024-11-14T00:00:00,0.004809631034731865,True
drift,relative_return,6,3,92,2024-11-15T00:00:00,0.00721444608643651,True
drift,relative_return,6,4,93,2024-11-18T00:00:00,0.00961926206946373,True
drift,relative_return,6,5,94,2024-11-19T00:00:00,0.012024076655507088,True
drift,relative_return,7,1,95,2024-11-20T00:00:00,0.0021571223624050617,True
drift,relative_return,7,2,96,2024-11-21T00:00:00,0.0043142447248101234,True
drift,relative_return,7,3,97,2024-11-22T00:00:00,0.006471367087215185,True
drift,relative_return,7,4,98,2024-11-25T00:00:00,0.008628489449620247,True
drift,relative_return,7,5,99,2024-11-26T00:00:00,0.010785611346364021,True
drift,relative_return,8,1,100,2024-11-27T00:00:00,0.003801551880314946,True
drift,relative_return,8,2,101,2024-11-29T00:00:00,0.007603103760629892,True
drift,relative_return,8,3,102,2024-12-02T00:00:00,0.011404655873775482,True
drift,relative_return,8,4,103,2024-12-03T00:00:00,0.015206207521259785,True
drift,relative_return,8,5,104,2024-12-04T00:00:00,0.019007759168744087,True
drift,relative_return,9,1,105,2024-12-05T00:00:00,0.0032966407015919685,True
drift,relative_return,9,2,106,2024-12-06T00:00:00,0.006593281403183937,True
drift,relative_return,9,3,107,2024-12-09T00:00:00,0.009889922104775906,True
drift,relative_return,9,4,108,2024-12-10T00:00:00,0.013186562806367874,True
drift,relative_return,9,5,109,2024-12-11T00:00:00,0.016483204439282417,True
drift,relative_return,10,1,110,2024-12-12T00:00:00,0.0031559898052364588,True
drift,relative_return,10,2,111,2024-12-13T00:00:00,0.0063119796104729176,True
drift,relative_return,10,3,112,2024-12-16T00:00:00,0.00946796964854002,True
drift,relative_return,10,4,113,2024-12-17T00:00:00,0.012623959220945835,True
drift,relative_return,10,5,114,2024-12-18T00:00:00,0.015779949724674225,True
drift,relative_return,11,1,115,2024-12-19T00:00:00,0.0007099953945726156,True
drift,relative_return,11,2,116,2024-12-20T00:00:00,0.0014199907891452312,True
drift,relative_return,11,3,117,2024-12-23T00:00:00,0.002129986183717847,True
drift,relative_return,11,4,118,2024-12-24T00:00:00,0.0028399815782904625,True
drift,relative_return,11,5,119,2024-12-26T00:00:00,0.0035499772056937218,True
