model,forecast_target,rolling_step,horizon_step,target_index,target_date,predicted_value,true_value,error,absolute_error,squared_error
naive_last,relative_return,0,1,30,2025-01-02T00:00:00,0.0,0.029935240745544434,-0.029935240745544434,0.029935240745544434,0.0008961186384937037
naive_last,relative_return,0,2,31,2025-01-03T00:00:00,0.0,0.0758061408996582,-0.0758061408996582,0.0758061408996582,0.005746570998098832
naive_last,relative_return,0,3,32,2025-01-06T00:00:00,0.0,0.11274111270904541,-0.11274111270904541,0.11274111270904541,0.01271055849487368
naive_last,relative_return,0,4,33,2025-01-07T00:00:00,0.0,0.04356253147125244,-0.04356253147125244,0.04356253147125244,0.0018976941481838594
naive_last,relative_return,0,5,34,2025-01-08T00:00:00,0.0,0.04333913326263428,-0.04333913326263428,0.04333913326263428,0.0018782804719563728
naive_last,relative_return,1,1,35,2025-01-10T00:00:00,0.0,-0.02997642755508423,0.02997642755508423,0.02997642755508423,0.000898586208965213
naive_last,relative_return,1,2,36,2025-01-13T00:00:00,0.0,-0.04910433292388916,0.04910433292388916,0.04910433292388916,0.002411235511900145
naive_last,relative_return,1,3,37,2025-01-14T00:00:00,0.0,-0.05959606170654297,0.05959606170654297,0.05959606170654297,0.0035516905709300772
naive_last,relative_return,1,4,38,2025-01-15T00:00:00,0.0,-0.027621090412139893,0.027621090412139893,0.027621090412139893,0.0007629246355556063
naive_last,relative_return,1,5,39,2025-01-16T00:00:00,0.0,-0.046677589416503906,0.046677589416503906,0.046677589416503906,0.0021787973537357175
naive_last,relative_return,2,1,40,2025-01-17T00:00:00,0.0,0.03099501132965088,-0.03099501132965088,0.03099501132965088,0.0009606907273251863
naive_last,relative_return,2,2,41,2025-01-21T00:00:00,0.0,0.05435347557067871,-0.05435347557067871,0.05435347557067871,0.0029543003066123674
naive_last,relative_return,2,3,42,2025-01-22T00:00:00,0.0,0.10107064247131348,-0.10107064247131348,0.10107064247131348,0.010215274769564076
naive_last,relative_return,2,4,43,2025-01-23T00:00:00,0.0,0.10219359397888184,-0.10219359397888184,0.10219359397888184,0.010443530650320554
naive_last,relative_return,2,5,44,2025-01-24T00:00:00,0.0,0.06775462627410889,-0.06775462627410889,0.06775462627410889,0.004590689381544166
naive_last,relative_return,3,1,45,2025-01-27T00:00:00,0.0,-0.16968166828155518,0.16968166828155518,0.16968166828155518,0.028791868550811728
naive_last,relative_return,3,2,46,2025-01-28T00:00:00,0.0,-0.09556859731674194,0.09556859731674194,0.09556859731674194,0.009133356793089575
naive_last,relative_return,3,3,47,2025-01-29T00:00:00,0.0,-0.13266021013259888,0.13266021013259888,0.13266021013259888,0.01759873135242529
naive_last,relative_return,3,4,48,2025-01-30T00:00:00,0.0,-0.1259990930557251,0.1259990930557251,0.1259990930557251,0.015875771450865273
naive_last,relative_return,3,5,49,2025-01-31T00:00:00,0.0,-0.15811246633529663,0.15811246633529663,0.15811246633529663,0.02499955201063031
naive_last,relative_return,4,1,50,2025-02-03T00:00:00,0.0,-0.028400063514709473,0.028400063514709473,0.028400063514709473,0.0008065636076395322
naive_last,relative_return,4,2,51,2025-02-04T00:00:00,0.0,-0.011826395988464355,0.011826395988464355,0.011826395988464355,0.0001398636420759658
naive_last,relative_return,4,3,52,2025-02-05T00:00:00,0.0,0.03964352607727051,-0.03964352607727051,0.03964352607727051,0.0015716091598392268
naive_last,relative_return,4,4,53,2025-02-06T00:00:00,0.0,0.071708083152771,-0.071708083152771,0.071708083152771,0.0051420491894447196
naive_last,relative_return,4,5,54,2025-02-07T00:00:00,0.0,0.08136916160583496,-0.08136916160583496,0.08136916160583496,0.006620940460436486
naive_last,relative_return,5,1,55,2025-02-10T00:00:00,0.0,0.02872776985168457,-0.02872776985168457,0.02872776985168457,0.0008252847606513569
naive_last,relative_return,5,2,56,2025-02-11T00:00:00,0.0,0.022797346115112305,-0.022797346115112305,0.022797346115112305,0.0005197189898922261
naive_last,relative_return,5,3,57,2025-02-12T00:00:00,0.0,0.010012388229370117,-0.010012388229370117,0.010012388229370117,0.00010024791805562927
naive_last,relative_return,5,4,58,2025-02-13T00:00:00,0.0,0.041974663734436035,-0.041974663734436035,0.041974663734436035,0.0017618723956189797
naive_last,relative_return,5,5,59,2025-02-14T00:00:00,0.0,0.06939315795898438,-0.06939315795898438,0.06939315795898438,0.0048154103715205565
naive_last,relative_return,6,1,60,2025-02-18T00:00:00,0.0,0.003960967063903809,-0.003960967063903809,0.003960967063903809,1.5689260081330758e-05
naive_last,relative_return,6,2,61,2025-02-19T00:00:00,0.0,0.002736687660217285,-0.002736687660217285,0.002736687660217285,7.489459349585559e-06
naive_last,relative_return,6,3,62,2025-02-20T00:00:00,0.0,0.00907444953918457,-0.00907444953918457,0.00907444953918457,8.234563443920706e-05
