model,forecast_target,rolling_step,horizon_step,target_index,target_date,predicted_value,true_value,error,absolute_error,squared_error
naive_last,relative_return,0,1,30,2025-01-02T00:00:00,0.0,0.0006039142608642578,-0.0006039142608642578,0.0006039142608642578,3.6471243447522284e-07
naive_last,relative_return,0,2,31,2025-01-03T00:00:00,0.0,0.0030624866485595703,-0.0030624866485595703,0.0030624866485595703,9.378824472605629e-06
naive_last,relative_return,0,3,32,2025-01-06T00:00:00,0.0,0.019711852073669434,-0.019711852073669434,0.019711852073669434,0.00038855711217422595
naive_last,relative_return,0,4,33,2025-01-07T00:00:00,0.0,-0.013802587985992432,0.013802587985992432,0.013802587985992432,0.0001905114351110626
naive_last,relative_return,0,5,34,2025-01-08T00:00:00,0.0,-0.010912716388702393,0.010912716388702393,0.010912716388702393,0.00011908737898025379
naive_last,relative_return,1,1,35,2025-01-10T00:00:00,0.0,-0.0218045711517334,0.0218045711517334,0.0218045711517334,0.00047543932311100434
naive_last,relative_return,1,2,36,2025-01-13T00:00:00,0.0,-0.017530858516693115,0.017530858516693115,0.017530858516693115,0.00030733100033231153
naive_last,relative_return,1,3,37,2025-01-14T00:00:00,0.0,-0.020103812217712402,0.020103812217712402,0.020103812217712402,0.00040416326568504246
naive_last,relative_return,1,4,38,2025-01-15T00:00:00,0.0,-0.0057128071784973145,0.0057128071784973145,0.0057128071784973145,3.263616585869045e-05
naive_last,relative_return,1,5,39,2025-01-16T00:00:00,0.0,0.0004360675811767578,-0.0004360675811767578,0.0004360675811767578,1.9015493535334826e-07
naive_last,relative_return,2,1,40,2025-01-17T00:00:00,0.0,0.035002827644348145,-0.035002827644348145,0.035002827644348145,0.0012251979430999427
naive_last,relative_return,2,2,41,2025-01-21T00:00:00,0.0,0.04751312732696533,-0.04751312732696533,0.04751312732696533,0.00225749726838842
naive_last,relative_return,2,3,42,2025-01-22T00:00:00,0.0,0.05012857913970947,-0.05012857913970947,0.05012857913970947,0.0025128744465661157
naive_last,relative_return,2,4,43,2025-01-23T00:00:00,0.0,0.047382354736328125,-0.047382354736328125,0.047382354736328125,0.0022450875403592363
naive_last,relative_return,2,5,44,2025-01-24T00:00:00,0.0,0.06664919853210449,-0.06664919853210449,0.06664919853210449,0.00444211566497188
naive_last,relative_return,3,1,45,2025-01-27T00:00:00,0.0,-0.17396807670593262,0.17396807670593262,0.17396807670593262,0.030264891712761255
naive_last,relative_return,3,2,46,2025-01-28T00:00:00,0.0,-0.15259498357772827,0.15259498357772827,0.15259498357772827,0.02328522901308716
naive_last,relative_return,3,3,47,2025-01-29T00:00:00,0.0,-0.15672248601913452,0.15672248601913452,0.15672248601913452,0.024561937624017816
naive_last,relative_return,3,4,48,2025-01-30T00:00:00,0.0,-0.11867588758468628,0.11867588758468628,0.11867588758468628,0.014083966294013095
